event_id,timestamp,vehicle_model,vin,station,joint,tool_id,target_torque_nm,tolerance_nm,actual_torque_nm,angle_required,actual_angle_deg,sop_id,sop_chunks_used,result,violations,tool_error
EVT-000366,2026-03-04T06:27:05.000Z,Sedan-X,VIN1667483244,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,121.0,,,SOP-GEN-0071,[],OK,[],
EVT-000367,2026-03-04T06:27:49.000Z,SUV-Z,VIN2745958114,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,43.1,,,SOP-GEN-0066,[],OK,[],
EVT-000368,2026-03-04T06:28:26.000Z,Sedan-X,VIN1388354759,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,42.9,,,SOP-GEN-0066,[],OK,[],
EVT-000369,2026-03-04T06:28:56.000Z,Hatch-A,VIN9454213661,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.7,15.0,14.7,SOP-GEN-0010,[],OK,[],
EVT-000370,2026-03-04T06:30:12.000Z,Hatch-A,VIN2073108894,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.4,,,SOP-GEN-0031,[],OK,[],
EVT-000371,2026-03-04T06:30:59.000Z,Hatch-A,VIN1561417687,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,83.2,30.0,30.4,SOP-GEN-0006,[],OK,[],
EVT-000372,2026-03-04T06:32:25.000Z,Sedan-X,VIN5282775714,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,118.7,,,SOP-GEN-0071,[],OK,[],
EVT-000373,2026-03-04T06:33:10.000Z,SUV-Z,VIN1526252306,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,82.4,30.0,32.4,SOP-GEN-0006,[],OK,[],
EVT-000374,2026-03-04T06:34:30.000Z,EV-Q,VIN5421592782,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,86.1,30.0,27.8,SOP-GEN-0003,[],OK,[],
EVT-000375,2026-03-04T06:36:16.000Z,EV-Q,VIN4794276323,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.7,30.0,31.0,SOP-GEN-0003,[],OK,[],
EVT-000376,2026-03-04T06:37:15.000Z,Truck-T,VIN3057422183,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.6,,,SOP-GEN-0031,[],OK,[],
EVT-000377,2026-03-04T06:37:55.000Z,Truck-T,VIN8358870981,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.4,,,SOP-GEN-0014,[],OK,[],
EVT-000378,2026-03-04T06:39:00.000Z,Truck-T,VIN6676247763,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.5,,,SOP-GEN-0016,[],OK,[],
EVT-000379,2026-03-04T06:39:48.000Z,SUV-Z,VIN9553561889,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,119.4,,,SOP-GEN-0022,[],OK,[],
EVT-000380,2026-03-04T06:40:40.000Z,SUV-Z,VIN4165649201,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.6,30.0,31.8,SOP-GEN-0036,[],OK,[],
EVT-000381,2026-03-04T06:41:56.000Z,Hatch-A,VIN1756345332,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.9,,,SOP-GEN-0016,[],OK,[],
EVT-000382,2026-03-04T06:42:59.000Z,Truck-T,VIN3420671425,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.2,,,SOP-GEN-0016,[],OK,[],
EVT-000383,2026-03-04T06:43:58.000Z,Truck-T,VIN2327372855,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,61.6,,,SOP-GEN-0023,[],OK,[],
EVT-000384,2026-03-04T06:44:39.000Z,Truck-T,VIN5855415646,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,109.0,,,SOP-GEN-0071,[],UnderTorque,"[""under_torque""]",
EVT-000385,2026-03-04T06:45:19.000Z,Truck-T,VIN8991514523,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,139.5,,,SOP-GEN-0026,[],OverTorque,"[""over_torque""]",
EVT-000386,2026-03-04T06:45:57.000Z,Hatch-A,VIN2362721798,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.2,,,SOP-GEN-0014,[],OK,[],
EVT-000387,2026-03-04T06:47:05.000Z,SUV-Z,VIN1546957087,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.5,30.0,30.6,SOP-GEN-0036,[],OK,[],
EVT-000388,2026-03-04T06:48:07.000Z,SUV-Z,VIN3429019820,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.2,,,SOP-GEN-0026,[],OK,[],
EVT-000389,2026-03-04T06:48:51.000Z,Hatch-A,VIN5136395494,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.0,,,SOP-GEN-0034,[],OK,[],
EVT-000390,2026-03-04T06:50:02.000Z,Sedan-X,VIN2139078760,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,40.3,,,SOP-GEN-0066,[],OK,[],
EVT-000391,2026-03-04T06:50:31.000Z,EV-Q,VIN5162260671,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,92.1,,,SOP-GEN-0016,[],UnderTorque,"[""under_torque""]",
EVT-000392,2026-03-04T06:51:47.000Z,EV-Q,VIN2612105539,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,61.4,,,SOP-GEN-0023,[],OK,[],
EVT-000393,2026-03-04T06:52:34.000Z,Sedan-X,VIN6663846005,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,83.3,30.0,30.8,SOP-GEN-0003,[],OK,[],
EVT-000394,2026-03-04T06:53:32.000Z,Truck-T,VIN5200656353,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.5,,,SOP-GEN-0034,[],OK,[],
EVT-000395,2026-03-04T06:54:32.000Z,Hatch-A,VIN2864876473,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,121.7,,,SOP-GEN-0022,[],OK,[],
EVT-000396,2026-03-04T06:55:01.000Z,Truck-T,VIN6504099682,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.2,,,SOP-GEN-0034,[],OK,[],
EVT-000397,2026-03-04T06:55:46.000Z,Truck-T,VIN8902114913,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,121.2,,,SOP-GEN-0026,[],OK,[],
EVT-000398,2026-03-04T06:56:16.000Z,Truck-T,VIN3062994753,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.4,,,SOP-GEN-0016,[],OK,[],
EVT-000399,2026-03-04T06:56:54.000Z,Sedan-X,VIN7002076563,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.0,15.0,14.8,SOP-GEN-0010,[],OK,[],
EVT-000400,2026-03-04T06:58:23.000Z,EV-Q,VIN6089026099,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.8,,,SOP-GEN-0071,[],OK,[],
EVT-000401,2026-03-04T06:59:11.000Z,Hatch-A,VIN8890193183,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.3,30.0,30.4,SOP-GEN-0003,[],OK,[],
EVT-000402,2026-03-04T07:00:38.000Z,Sedan-X,VIN8164611781,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,79.9,30.0,27.8,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000403,2026-03-04T07:02:15.000Z,EV-Q,VIN9316609031,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,83.2,30.0,29.0,SOP-GEN-0036,[],OK,[],
EVT-000404,2026-03-04T07:03:48.000Z,Sedan-X,VIN3664052763,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,59.4,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000405,2026-03-04T07:04:30.000Z,Hatch-A,VIN1541964762,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,86.0,30.0,30.5,SOP-GEN-0003,[],OK,[],
EVT-000406,2026-03-04T07:05:49.000Z,Hatch-A,VIN3693916084,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,40.1,,,SOP-GEN-0073,[],OK,[],
EVT-000407,2026-03-04T07:06:27.000Z,SUV-Z,VIN7527011028,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,122.2,,,SOP-GEN-0071,[],OK,[],
EVT-000408,2026-03-04T07:07:05.000Z,Hatch-A,VIN4348118981,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,121.3,,,SOP-GEN-0070,[],OK,[],
EVT-000409,2026-03-04T07:07:50.000Z,Truck-T,VIN7910439839,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,39.1,,,SOP-GEN-0073,[],UnderTorque,"[""under_torque""]",
EVT-000410,2026-03-04T07:08:16.000Z,EV-Q,VIN5461537013,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,40.6,15.0,13.3,SOP-GEN-0020,[],OK,[],
EVT-000411,2026-03-04T07:09:24.000Z,SUV-Z,VIN9147687657,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,121.6,,,SOP-GEN-0026,[],OK,[],
EVT-000412,2026-03-04T07:09:59.000Z,Sedan-X,VIN1979069637,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.3,,,SOP-GEN-0031,[],OK,[],
EVT-000413,2026-03-04T07:10:52.000Z,EV-Q,VIN1383484123,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,101.8,,,SOP-GEN-0034,[],OK,[],
EVT-000414,2026-03-04T07:11:47.000Z,SUV-Z,VIN4526242854,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,38.7,,,SOP-GEN-0073,[],UnderTorque,"[""under_torque""]",
EVT-000415,2026-03-04T07:12:14.000Z,EV-Q,VIN1124331395,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.3,,,SOP-GEN-0031,[],OK,[],
EVT-000416,2026-03-04T07:12:56.000Z,Hatch-A,VIN6471691689,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.0,,,SOP-GEN-0026,[],OK,[],
EVT-000417,2026-03-04T07:13:47.000Z,Hatch-A,VIN6894699853,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,122.2,,,SOP-GEN-0070,[],OK,[],
EVT-000418,2026-03-04T07:14:45.000Z,SUV-Z,VIN9136780852,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,86.1,30.0,29.6,SOP-GEN-0003,[],OK,[],
EVT-000419,2026-03-04T07:16:21.000Z,Hatch-A,VIN4681264539,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.3,,,SOP-GEN-0031,[],OK,[],
EVT-000420,2026-03-04T07:17:18.000Z,Sedan-X,VIN4439688162,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.1,15.0,14.7,SOP-GEN-0010,[],OK,[],
EVT-000421,2026-03-04T07:18:30.000Z,SUV-Z,VIN6792661894,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.1,,,SOP-GEN-0031,[],OK,[],
EVT-000422,2026-03-04T07:19:14.000Z,Truck-T,VIN1439427140,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,37.6,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000423,2026-03-04T07:19:54.000Z,EV-Q,VIN5569145346,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,61.1,,,SOP-GEN-0031,[],OK,[],
EVT-000424,2026-03-04T07:20:42.000Z,SUV-Z,VIN1809000407,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,37.7,15.0,17.4,SOP-GEN-0020,[],UnderTorque,"[""under_torque""]",
EVT-000425,2026-03-04T07:22:02.000Z,SUV-Z,VIN3923823693,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,121.2,,,SOP-GEN-0026,[],OK,[],
EVT-000426,2026-03-04T07:22:42.000Z,EV-Q,VIN7032706313,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.3,,,SOP-GEN-0031,[],OK,[],
EVT-000427,2026-03-04T07:23:36.000Z,EV-Q,VIN8180620422,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,84.1,15.0,17.0,SOP-GEN-0010,[],OK,[],
EVT-000428,2026-03-04T07:25:07.000Z,Sedan-X,VIN3021988477,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,86.1,30.0,27.4,SOP-GEN-0003,[],OK,[],
EVT-000429,2026-03-04T07:26:18.000Z,SUV-Z,VIN9103931356,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,99.6,,,SOP-GEN-0034,[],OK,[],
EVT-000430,2026-03-04T07:27:12.000Z,Sedan-X,VIN3020939193,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.4,,,SOP-GEN-0031,[],OK,[],
EVT-000431,2026-03-04T07:28:04.000Z,EV-Q,VIN7570606352,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,58.0,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000432,2026-03-04T07:28:43.000Z,EV-Q,VIN9532593594,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,76.2,30.0,30.7,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000433,2026-03-04T07:29:52.000Z,Hatch-A,VIN1249166485,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.5,30.0,27.9,SOP-GEN-0003,[],OK,[],
EVT-000434,2026-03-04T07:31:18.000Z,EV-Q,VIN4349011298,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.1,15.0,16.2,SOP-GEN-0010,[],OK,[],
EVT-000435,2026-03-04T07:32:29.000Z,EV-Q,VIN7345385864,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,38.2,,,SOP-GEN-0073,[],UnderTorque,"[""under_torque""]",
EVT-000436,2026-03-04T07:32:50.000Z,Truck-T,VIN1818520766,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,84.7,15.0,11.4,SOP-GEN-0010,[],OK,[],
EVT-000437,2026-03-04T07:34:23.000Z,Sedan-X,VIN7823288650,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.3,30.0,33.0,SOP-GEN-0036,[],OK,[],
EVT-000438,2026-03-04T07:35:25.000Z,Truck-T,VIN7546035453,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,119.5,,,SOP-GEN-0026,[],OK,[],
EVT-000439,2026-03-04T07:36:07.000Z,EV-Q,VIN1809283659,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.8,,,SOP-GEN-0034,[],OK,[],
EVT-000440,2026-03-04T07:37:24.000Z,Sedan-X,VIN1725783958,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,120.4,,,SOP-GEN-0022,[],OK,[],
EVT-000441,2026-03-04T07:38:01.000Z,SUV-Z,VIN3676343517,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.6,,,SOP-GEN-0014,[],OK,[],
EVT-000442,2026-03-04T07:38:56.000Z,EV-Q,VIN7203282627,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,119.8,,,SOP-GEN-0070,[],OK,[],
EVT-000443,2026-03-04T07:39:32.000Z,Hatch-A,VIN5334930042,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,55.8,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000444,2026-03-04T07:40:13.000Z,EV-Q,VIN5800633419,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,34.7,15.0,13.4,SOP-GEN-0020,[],UnderTorque,"[""under_torque""]",
EVT-000445,2026-03-04T07:41:03.000Z,SUV-Z,VIN5179517389,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,55.9,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000446,2026-03-04T07:41:52.000Z,Truck-T,VIN9302705838,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.6,,,SOP-GEN-0031,[],OK,[],
EVT-000447,2026-03-04T07:42:39.000Z,Truck-T,VIN8168394616,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,120.9,,,SOP-GEN-0022,[],OK,[],
EVT-000448,2026-03-04T07:43:10.000Z,Sedan-X,VIN9180965181,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.1,,,SOP-GEN-0071,[],OK,[],
EVT-000449,2026-03-04T07:44:02.000Z,EV-Q,VIN1215092803,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,36.2,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000450,2026-03-04T07:44:28.000Z,SUV-Z,VIN1497791242,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.9,,,SOP-GEN-0031,[],OK,[],
EVT-000451,2026-03-04T07:45:23.000Z,SUV-Z,VIN9136934170,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,121.8,,,SOP-GEN-0022,[],OK,[],
EVT-000452,2026-03-04T07:46:15.000Z,SUV-Z,VIN1785418196,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,117.6,,,SOP-GEN-0071,[],OK,[],
EVT-000453,2026-03-04T07:47:04.000Z,EV-Q,VIN8730507757,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,34.8,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000454,2026-03-04T07:47:32.000Z,Hatch-A,VIN5740411708,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,75.8,30.0,29.8,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000455,2026-03-04T07:49:14.000Z,Hatch-A,VIN7920580262,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,34.4,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000456,2026-03-04T07:49:45.000Z,EV-Q,VIN2892740043,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,73.5,30.0,30.2,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000457,2026-03-04T07:50:47.000Z,Truck-T,VIN9045090355,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,102.0,,,SOP-GEN-0034,[],OK,[],
EVT-000458,2026-03-04T07:51:41.000Z,Hatch-A,VIN7364839489,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,34.6,,,SOP-GEN-0073,[],UnderTorque,"[""under_torque""]",
EVT-000459,2026-03-04T07:52:17.000Z,EV-Q,VIN8953726023,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,124.7,,,SOP-GEN-0026,[],OK,[],
EVT-000460,2026-03-04T07:52:49.000Z,SUV-Z,VIN6329589780,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,54.4,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000461,2026-03-04T07:53:23.000Z,Sedan-X,VIN7266763552,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.1,30.0,29.5,SOP-GEN-0036,[],OK,[],
EVT-000462,2026-03-04T07:55:03.000Z,EV-Q,VIN1076317824,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,121.4,,,SOP-GEN-0071,[],OK,[],
EVT-000463,2026-03-04T07:55:53.000Z,Sedan-X,VIN4547251133,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.3,,,SOP-GEN-0026,[],OK,[],
EVT-000464,2026-03-04T07:56:46.000Z,Sedan-X,VIN4507221724,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,84.4,15.0,13.6,SOP-GEN-0010,[],OK,[],
EVT-000465,2026-03-04T07:58:15.000Z,EV-Q,VIN1489726608,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,53.6,,,SOP-GEN-0023,[],UnderTorque,"[""under_torque""]",
EVT-000466,2026-03-04T07:59:11.000Z,SUV-Z,VIN1456650521,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,118.1,,,SOP-GEN-0022,[],OK,[],
EVT-000467,2026-03-04T07:59:56.000Z,EV-Q,VIN5754363475,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,74.3,30.0,27.8,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000468,2026-03-04T08:01:31.000Z,Hatch-A,VIN8373547961,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,86.4,15.0,17.0,SOP-GEN-0010,[],OK,[],
EVT-000469,2026-03-04T08:02:40.000Z,EV-Q,VIN3165512104,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,123.4,,,SOP-GEN-0026,[],OK,[],
EVT-000470,2026-03-04T08:03:20.000Z,EV-Q,VIN3484872186,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.3,,,SOP-GEN-0026,[],OK,[],
EVT-000471,2026-03-04T08:03:52.000Z,EV-Q,VIN6361144788,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.3,,,SOP-GEN-0014,[],OK,[],
EVT-000472,2026-03-04T08:04:49.000Z,Hatch-A,VIN5888445909,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.9,,,SOP-GEN-0031,[],OK,[],
EVT-000473,2026-03-04T08:05:47.000Z,Hatch-A,VIN8363225516,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,99.4,,,SOP-GEN-0034,[],OK,[],
EVT-000474,2026-03-04T08:06:54.000Z,Hatch-A,VIN8934097788,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,70.6,30.0,32.2,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000475,2026-03-04T08:07:47.000Z,Sedan-X,VIN3878719791,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,119.7,,,SOP-GEN-0022,[],OK,[],
EVT-000476,2026-03-04T08:08:26.000Z,Sedan-X,VIN2267619081,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,86.5,30.0,29.8,SOP-GEN-0003,[],OK,[],
EVT-000477,2026-03-04T08:09:51.000Z,Truck-T,VIN4714465905,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.2,,,SOP-GEN-0016,[],OK,[],
EVT-000478,2026-03-04T08:11:01.000Z,Sedan-X,VIN9274189261,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.6,30.0,30.7,SOP-GEN-0036,[],OK,[],
EVT-000479,2026-03-04T08:12:28.000Z,Sedan-X,VIN9645619869,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,98.5,,,SOP-GEN-0034,[],OK,[],
EVT-000480,2026-03-04T08:13:17.000Z,SUV-Z,VIN3591527330,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,33.4,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000481,2026-03-04T08:13:52.000Z,Hatch-A,VIN1319841893,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,30.3,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000482,2026-03-04T08:14:20.000Z,Hatch-A,VIN2095286033,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.8,,,SOP-GEN-0014,[],OK,[],
EVT-000483,2026-03-04T08:15:19.000Z,Truck-T,VIN8137764127,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,72.2,30.0,33.3,SOP-GEN-0006,[],UnderTorque,"[""under_torque""]",
EVT-000484,2026-03-04T08:16:51.000Z,SUV-Z,VIN3256554634,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,121.1,,,SOP-GEN-0071,[],OK,[],
EVT-000485,2026-03-04T08:17:23.000Z,Hatch-A,VIN4794160110,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,83.9,30.0,30.9,SOP-GEN-0003,[],OK,[],
